,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,label
1548,2,4,1,11,1,2,1,22,27,10,10,0,0,0,0,0,0,37,0,0,5,5,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
1281,1,1,3,12,1,1,1,23,14,8,10,1,0,0,1,1,1,20,0,0,8,8,7,13.02428571,0,0,8,8,7,13.02428571,0,10.8,1.4,1.74,Graduate
67,1,15,1,4,1,14,1,13,27,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,Graduate
3409,1,1,5,15,1,1,1,13,28,4,6,1,0,0,1,0,0,20,0,0,6,7,6,13.83333333,0,0,6,6,6,12.83333333,0,11.1,0.6,2.02,Graduate
2027,1,1,2,2,1,1,1,3,29,2,4,1,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
3342,1,1,1,5,1,1,1,3,14,5,5,1,0,0,1,1,1,20,0,0,6,6,6,12.83333333,0,0,6,8,6,12.66666667,2,16.2,0.3,-0.92,Graduate
1451,1,1,1,4,1,1,1,13,27,10,10,1,0,0,1,1,0,19,0,8,12,17,11,12,2,4,12,21,12,12.30769231,0,15.5,2.8,-4.06,Graduate
1793,1,8,1,6,1,1,1,1,1,5,8,1,0,0,1,1,0,22,0,0,6,16,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
3401,1,1,1,14,1,1,1,22,14,8,8,0,0,0,1,0,0,20,0,0,6,9,6,13.57142857,0,0,6,10,5,13.6,0,15.5,2.8,-4.06,Enrolled
3838,1,1,1,9,1,1,1,23,1,10,9,0,0,0,1,1,0,21,0,0,5,9,1,10,0,0,5,10,1,10,0,7.6,2.6,0.32,Dropout
3742,1,8,1,14,1,1,1,13,28,8,10,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14,0,12.4,0.5,1.79,Graduate
2375,1,1,1,14,1,1,1,22,27,6,9,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11,0,12.7,3.7,-1.7,Dropout
1354,1,1,1,10,1,1,1,1,28,6,9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.16666667,0,11.1,0.6,2.02,Enrolled
114,1,8,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,Dropout
1327,1,8,1,11,1,1,1,19,28,1,8,1,0,1,0,0,0,19,0,0,6,14,1,10,0,0,6,13,0,0,0,7.6,2.6,0.32,Dropout
1942,2,1,1,5,1,1,1,10,14,10,10,0,0,0,1,0,1,20,0,0,6,6,6,15,0,0,6,6,6,14.5,0,11.1,0.6,2.02,Graduate
3052,1,7,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,20,0,0,6,7,6,15.85714286,0,0,6,6,6,16,0,13.9,-0.3,0.79,Graduate
22,1,1,4,12,1,1,1,13,14,2,2,1,0,0,1,0,0,18,0,0,8,12,7,12.85714286,0,0,8,12,7,12.85714286,0,12.7,3.7,-1.7,Graduate
2226,1,1,1,14,1,1,1,3,3,4,4,1,0,0,1,1,0,19,0,0,6,9,5,13.33333333,0,0,6,6,5,13,0,12.4,0.5,1.79,Graduate
250,1,1,3,5,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,Enrolled
2706,1,1,1,8,1,1,1,3,3,3,3,0,0,0,1,1,0,20,0,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,Graduate
1578,1,1,3,6,1,1,1,22,14,10,9,1,0,1,0,0,0,18,0,0,5,7,3,13,0,0,5,8,3,12,0,7.6,2.6,0.32,Dropout
3855,1,1,4,15,1,1,1,3,10,3,10,1,0,0,1,1,0,20,0,0,6,6,6,16.83333333,0,0,6,6,6,16.66666667,0,8.9,1.4,3.51,Graduate
385,1,1,1,10,1,1,1,19,24,1,1,0,0,0,1,0,0,19,0,0,6,8,6,11.5,0,0,6,7,6,11.16666667,0,7.6,2.6,0.32,Graduate
3787,1,1,1,10,1,1,1,23,28,10,9,1,0,0,1,1,0,18,0,0,6,9,5,11,0,0,6,12,0,0,0,11.1,0.6,2.02,Dropout
1137,1,1,1,11,1,1,1,1,28,5,10,1,0,0,1,0,1,21,0,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,10.8,1.4,1.74,Dropout
1164,1,12,1,12,1,1,1,22,27,10,10,0,0,1,0,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0,0,16.2,0.3,-0.92,Dropout
4116,1,1,1,6,1,1,1,23,27,4,10,1,0,0,0,0,0,18,0,0,6,7,6,14.83333333,0,0,6,8,6,12.5,0,8.9,1.4,3.51,Enrolled
2527,1,8,6,12,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,7,7,7,14.44142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,Graduate
789,1,8,3,2,1,1,1,13,1,6,5,1,0,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
1357,1,12,1,11,1,12,1,13,1,10,6,0,0,1,0,1,0,36,0,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
2936,1,15,1,6,1,1,1,17,8,7,7,1,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
3914,2,14,1,17,0,3,1,22,14,10,5,0,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222222,0,16.2,0.3,-0.92,Dropout
2999,4,12,1,3,0,1,1,13,14,12,12,0,0,0,0,0,0,37,0,0,4,4,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
507,1,1,2,15,1,1,1,13,1,10,4,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,Graduate
3857,1,12,1,17,0,12,1,23,14,10,11,0,0,1,1,1,1,34,0,0,5,11,5,14.71428571,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate
2423,1,12,1,4,1,1,1,1,27,10,9,0,0,0,1,1,0,29,0,0,3,4,0,0,0,0,4,8,0,0,0,16.2,0.3,-0.92,Dropout
909,1,1,1,2,1,1,1,23,14,8,11,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1030,1,1,2,9,1,1,1,1,14,5,4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate
661,1,1,1,12,1,1,1,13,14,32,44,1,0,0,1,0,0,19,0,0,7,12,5,11.8,0,0,7,9,6,11.70833333,0,11.1,0.6,2.02,Enrolled
2948,1,1,6,16,1,1,1,1,14,6,6,0,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,6,6,12,0,7.6,2.6,0.32,Graduate
1297,1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,Dropout
2519,1,1,3,15,1,1,1,23,28,6,6,1,0,0,1,0,1,18,0,0,6,7,6,12.28571429,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
2145,1,8,1,8,1,1,1,3,3,3,3,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,8.9,1.4,3.51,Enrolled
2912,1,14,4,6,1,1,1,19,24,13,13,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
3813,1,4,1,3,0,17,1,13,14,10,5,0,0,0,1,0,0,37,0,12,14,14,14,16.5,0,8,11,11,11,16.90909091,0,8.9,1.4,3.51,Graduate
4399,1,1,1,11,1,1,1,22,14,10,10,1,0,0,1,0,1,22,0,0,6,9,6,13.875,0,0,6,6,6,14.33333333,0,9.4,-0.8,-3.12,Graduate
3717,1,1,3,2,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
3223,1,8,1,17,0,1,1,23,3,10,4,1,0,1,0,0,0,26,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
2692,1,8,4,9,1,1,1,13,14,5,5,1,0,0,1,1,1,20,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduate
4110,1,1,1,12,1,1,1,23,14,10,6,1,0,0,1,0,1,20,0,0,8,8,7,15.79857143,0,0,8,8,7,15.79857143,0,10.8,1.4,1.74,Graduate
912,2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11,0,12.7,3.7,-1.7,Dropout
1299,1,9,1,11,1,1,1,23,28,6,6,1,0,0,1,1,0,26,0,0,6,10,4,10,0,0,6,11,3,12,0,9.4,-0.8,-3.12,Enrolled
3547,2,14,1,8,1,7,1,19,24,1,1,0,0,0,1,1,0,28,0,0,5,9,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
25,1,1,1,10,1,1,1,13,28,10,10,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11,0,7.6,2.6,0.32,Enrolled
2972,1,3,1,6,1,1,1,1,1,5,5,0,0,0,1,0,0,18,0,0,5,9,3,12,1,0,5,6,4,13,0,7.6,2.6,0.32,Enrolled
3244,1,8,3,16,1,1,1,23,28,6,8,1,0,0,1,0,0,19,0,0,6,9,5,12.4,0,0,6,10,3,10.66666667,0,10.8,1.4,1.74,Dropout
528,1,12,1,9,1,1,1,22,27,10,10,0,0,1,0,1,0,26,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
2572,1,1,1,10,1,1,1,1,1,5,11,0,0,1,1,0,0,23,0,0,6,8,6,12.625,0,0,6,6,6,14.16666667,0,12.7,3.7,-1.7,Graduate
2642,1,8,5,14,1,1,1,3,4,3,3,0,0,0,1,1,0,20,0,0,6,6,3,12.33333333,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
4336,1,1,2,15,1,1,1,22,27,10,8,1,0,0,1,0,0,20,0,0,6,12,1,17,0,0,6,12,1,17,0,9.4,-0.8,-3.12,Enrolled
2182,1,14,1,12,1,1,1,13,14,8,8,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.06363636,0,16.2,0.3,-0.92,Graduate
2991,1,9,1,12,1,1,1,22,27,4,4,1,0,0,1,0,1,19,0,0,8,8,7,11.82,0,0,8,8,7,11.82,0,10.8,1.4,1.74,Graduate
717,4,12,1,14,1,1,1,2,1,4,10,0,0,1,0,1,0,53,0,0,6,11,3,14.33333333,0,0,6,6,0,0,0,12.7,3.7,-1.7,Dropout
1351,1,1,3,12,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,8,8,7,15.65714286,0,0,8,8,7,15.65714286,0,12.7,3.7,-1.7,Graduate
2081,1,1,1,12,1,1,1,4,4,3,2,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
2815,1,8,1,10,1,1,1,22,28,10,6,0,0,0,1,0,1,19,0,0,6,11,5,11.6,0,0,6,10,6,11.71428571,0,15.5,2.8,-4.06,Graduate
3274,1,12,1,4,1,12,1,22,27,10,10,0,0,0,1,0,0,44,0,0,6,10,1,12,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
2160,1,1,4,12,1,1,1,1,3,2,3,0,0,0,1,0,1,20,0,0,8,8,7,14.56571429,0,0,8,8,7,14.56571429,0,10.8,1.4,1.74,Graduate
1447,1,8,3,7,1,1,1,1,14,5,4,1,0,0,1,1,1,18,0,0,5,9,4,12.25,0,0,5,9,3,12.33333333,0,8.9,1.4,3.51,Dropout
1539,2,12,1,7,1,3,1,22,27,5,8,0,0,0,0,0,0,32,0,0,5,6,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
3035,1,1,1,11,1,1,1,10,1,5,5,1,0,0,1,0,0,18,0,0,6,8,6,11.33333333,0,0,6,11,6,10.83333333,0,7.6,2.6,0.32,Graduate
2539,1,9,1,8,1,1,1,23,14,10,6,1,0,0,1,0,1,18,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate
514,2,9,2,3,0,1,1,22,27,10,11,0,0,1,0,0,0,39,0,0,5,5,0,0,0,0,4,4,0,0,0,9.4,-0.8,-3.12,Dropout
1027,1,1,5,11,1,1,1,13,27,10,10,0,0,0,1,0,1,19,0,0,6,8,5,11.66666667,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate
2580,1,1,1,10,1,1,1,13,27,5,8,1,0,0,1,0,1,18,0,0,6,6,6,13.66666667,0,0,6,6,6,13,0,10.8,1.4,1.74,Graduate
1689,1,14,4,2,1,1,1,22,27,10,10,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
4264,1,15,1,4,1,14,1,22,14,10,10,0,0,0,1,1,1,24,0,0,6,9,6,13.55555556,0,0,6,7,6,12.66666667,0,13.9,-0.3,0.79,Graduate
512,1,12,2,14,1,1,1,19,24,1,1,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate
1755,1,1,1,7,1,1,1,1,1,4,4,0,0,0,0,1,1,18,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled
2284,1,1,1,5,1,1,1,13,28,5,5,0,0,0,1,1,0,20,0,1,6,8,6,13.42857143,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
1102,1,1,2,16,1,1,1,23,28,8,6,1,0,0,1,0,0,18,0,0,6,10,3,12,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
4201,1,8,1,3,0,1,1,22,27,6,7,1,0,1,1,0,0,19,0,0,6,6,6,12.16666667,0,0,6,7,6,11.66666667,0,10.8,1.4,1.74,Graduate
584,1,8,1,11,1,1,1,22,27,8,8,0,0,0,1,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Graduate
2170,1,1,5,12,1,1,1,1,1,6,9,1,0,0,1,0,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate
1990,1,8,1,3,0,1,1,22,14,6,6,0,0,0,1,0,0,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate
3956,1,1,3,9,1,1,1,23,14,10,11,1,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate
3779,1,14,1,13,1,1,1,2,3,4,3,0,0,0,1,0,0,25,0,2,7,10,3,13,0,1,8,10,3,11.66666667,4,10.8,1.4,1.74,Enrolled
4398,1,12,1,9,1,1,1,23,28,8,10,0,1,0,1,0,1,26,0,0,5,8,4,13,0,0,5,10,4,12.25,2,16.2,0.3,-0.92,Graduate
2144,2,12,1,3,0,9,1,22,27,8,10,0,0,0,1,0,0,42,0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,1.74,Graduate
1023,1,8,1,5,1,1,1,23,28,10,10,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate
1534,1,1,1,6,1,1,1,1,28,10,10,1,0,0,1,0,0,18,0,0,5,7,5,14.4,1,0,5,5,5,13.6,0,12.7,3.7,-1.7,Graduate
3938,1,1,2,12,1,1,1,13,1,6,6,1,0,0,1,0,0,19,0,0,7,7,7,14.20857143,0,0,8,9,8,15.12777778,0,11.1,0.6,2.02,Graduate
968,2,12,1,17,0,1,1,19,24,1,1,1,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
3019,1,8,6,10,1,1,1,3,3,2,3,1,0,0,1,0,0,19,0,0,6,11,5,10.8,0,0,6,12,5,11.33333333,0,15.5,2.8,-4.06,Graduate
4223,1,8,2,11,1,1,1,13,28,6,6,1,0,0,1,0,0,19,0,0,6,7,6,12.71428571,0,0,6,6,6,11.83333333,0,8.9,1.4,3.51,Graduate
2286,1,12,1,17,0,1,1,13,27,7,9,0,0,0,1,1,0,40,0,0,5,5,5,11,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate
2598,1,8,3,6,1,1,1,13,27,6,6,1,0,0,1,0,0,21,0,0,5,14,2,13,2,0,5,8,4,12,1,9.4,-0.8,-3.12,Enrolled
3985,1,8,1,5,1,1,1,22,28,10,9,1,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,7.6,2.6,0.32,Graduate
1341,1,1,5,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,Graduate
648,1,14,2,13,1,1,1,1,14,5,4,0,0,0,1,0,0,27,0,0,7,9,7,12.22857143,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,Graduate
1096,1,8,1,14,1,3,1,10,3,6,9,1,0,1,0,0,0,20,0,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
347,4,12,1,17,0,1,1,22,27,7,7,0,0,0,1,0,0,39,0,0,5,6,5,11,0,0,5,9,5,11.66666667,0,10.8,1.4,1.74,Graduate
2438,1,4,1,4,1,3,1,1,28,10,8,1,0,0,0,1,0,32,0,11,17,31,11,12.72727273,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout
2173,1,1,1,6,1,1,1,10,2,5,3,0,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2647,1,15,1,4,1,14,1,23,28,10,6,0,0,1,0,1,0,20,0,0,6,16,4,11.8,0,0,6,15,2,12,0,16.2,0.3,-0.92,Dropout
2933,1,1,6,12,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,8,12,7,11.97142857,0,0,8,12,7,11.97142857,0,12.7,3.7,-1.7,Graduate
2480,1,14,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
624,1,8,4,5,1,1,1,23,27,10,10,0,0,0,1,0,1,23,0,0,6,6,6,13.33333333,0,0,6,8,3,12.66666667,0,11.1,0.6,2.02,Dropout
3659,1,15,1,6,1,14,1,23,1,6,6,0,0,0,1,0,0,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled
3367,1,1,4,12,1,1,1,13,28,10,4,1,0,0,1,0,0,19,0,0,7,7,6,14.61666667,0,0,7,7,6,14.61666667,0,7.6,2.6,0.32,Graduate
3267,2,12,1,17,0,14,1,23,14,10,6,0,0,0,1,0,1,35,0,0,5,9,3,11.66666667,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled
164,1,8,2,14,1,1,1,1,14,6,5,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
2202,1,8,2,11,1,1,1,13,28,7,7,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
1507,1,1,1,2,1,1,1,13,27,8,8,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
2860,4,14,1,10,1,1,1,22,27,10,10,0,0,1,1,0,0,34,0,0,6,13,4,11.25,0,0,6,8,4,13.75,0,13.9,-0.3,0.79,Graduate
513,1,12,1,17,0,1,1,22,14,10,3,0,0,0,0,0,0,40,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
643,1,1,3,12,1,1,1,22,28,8,8,1,0,0,1,0,0,18,0,0,8,8,8,14.26875,0,0,8,8,8,14.26875,0,9.4,-0.8,-3.12,Enrolled
3176,1,1,4,12,1,1,1,13,14,10,6,1,0,0,1,0,1,19,0,0,7,9,6,12.42857143,0,0,8,8,8,14,0,13.9,-0.3,0.79,Graduate
1571,1,12,1,4,1,12,1,22,27,10,11,0,0,1,0,1,0,38,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
1093,1,9,4,15,1,1,1,13,14,5,5,1,0,0,1,0,0,20,0,0,6,12,5,12,0,0,6,8,6,11.57142857,0,15.5,2.8,-4.06,Dropout
2689,1,8,1,15,1,1,1,1,28,12,9,1,0,0,0,1,0,21,0,0,6,10,2,12,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
4215,1,1,1,2,1,1,1,13,27,6,7,1,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,1.4,3.51,Dropout
1429,1,8,1,15,1,1,1,13,28,10,8,1,0,0,1,0,1,21,0,0,6,6,5,13,0,0,6,7,6,12.83333333,0,8.9,1.4,3.51,Graduate
2865,4,12,1,9,1,1,1,22,27,10,10,0,0,0,1,0,0,43,0,0,5,5,5,16.4,0,0,5,5,5,16.6,0,7.6,2.6,0.32,Graduate
2432,1,1,3,15,1,1,1,23,28,10,8,1,0,0,1,1,1,18,0,0,6,6,6,12.5,0,0,6,7,6,12.66666667,0,10.8,1.4,1.74,Dropout
1563,1,15,1,8,1,14,1,13,14,6,6,1,0,1,0,0,0,20,0,1,6,11,3,12,0,0,6,11,2,11,0,12.4,0.5,1.79,Enrolled
3262,1,12,1,3,0,1,1,10,5,10,5,0,0,1,0,0,0,37,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
1115,1,9,1,12,1,1,1,23,27,10,8,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate
3952,1,1,6,12,1,1,1,1,14,10,5,1,0,0,1,0,1,19,0,0,8,8,7,14.21428571,0,0,8,8,7,14.21428571,0,12.7,3.7,-1.7,Graduate
2649,1,1,1,12,1,1,1,13,28,10,9,0,0,0,1,1,0,20,0,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout
2076,1,1,4,10,1,1,1,23,1,5,11,1,0,0,1,0,0,19,0,0,6,8,6,11.66666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,Graduate
2238,1,12,1,8,1,1,1,13,1,29,29,0,0,0,1,1,0,24,0,0,6,11,6,11.33333333,0,0,6,12,3,11.33333333,0,16.2,0.3,-0.92,Enrolled
3337,1,14,1,14,1,1,1,19,24,13,13,0,0,0,0,1,0,35,0,6,10,10,7,12.14285714,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout
218,1,12,1,3,0,1,1,1,14,6,5,0,0,0,1,0,1,27,0,0,6,16,1,10,0,0,6,13,0,0,0,8.9,1.4,3.51,Dropout
825,1,8,3,14,1,1,1,1,3,5,4,1,0,0,1,0,0,18,0,0,6,8,6,14,0,0,6,9,5,14,0,8.9,1.4,3.51,Graduate
2361,1,13,1,15,1,1,1,13,6,5,4,0,0,0,1,1,0,27,0,0,4,8,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Dropout
3801,1,9,1,12,1,1,1,22,27,7,7,1,0,0,1,0,1,19,0,0,8,8,7,13.54285714,0,0,8,8,7,13.54285714,0,12.7,3.7,-1.7,Graduate
1822,1,8,1,9,1,1,1,1,28,5,6,1,0,0,1,0,0,19,0,0,5,10,1,11,0,0,5,13,0,0,0,12.7,3.7,-1.7,Enrolled
3318,1,14,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,28,0,4,9,14,4,10,0,1,6,6,1,10,0,12.7,3.7,-1.7,Dropout
1779,1,1,1,12,1,1,1,22,14,10,10,1,0,0,1,1,0,19,0,0,7,7,7,13.72571429,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate
1751,1,1,1,2,1,1,1,23,14,10,10,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1604,1,12,1,4,1,12,1,1,14,10,9,0,0,1,0,1,0,27,0,0,6,11,2,11.5,0,0,6,7,0,0,0,8.9,1.4,3.51,Dropout
2556,1,6,1,9,1,1,12,1,1,3,4,0,0,0,1,0,0,19,1,0,5,10,4,12,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate
1658,1,14,3,2,1,1,1,22,27,10,10,1,0,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
2473,1,12,1,4,1,1,1,1,1,2,7,0,0,0,0,1,0,24,0,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
109,1,8,2,16,1,1,1,13,1,10,4,1,0,0,1,0,0,20,0,0,7,12,6,11.66666667,0,0,7,10,3,13,0,16.2,0.3,-0.92,Enrolled
1812,2,16,1,12,1,1,1,22,27,6,6,0,0,0,1,1,0,44,0,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,Dropout
1556,1,1,1,7,1,1,1,22,14,10,6,1,0,0,1,1,0,20,0,0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,Dropout
2575,2,12,1,3,0,1,1,22,27,8,6,0,0,0,1,0,0,40,0,5,9,9,9,15.88888889,0,3,7,7,7,14.14285714,0,12.7,3.7,-1.7,Graduate
4297,1,1,1,15,1,1,1,23,27,10,7,0,0,0,1,1,1,19,0,0,6,8,5,14,0,0,6,8,6,13,0,10.8,1.4,1.74,Graduate
1724,1,1,1,2,1,1,1,13,14,4,11,1,0,0,1,0,0,21,0,13,17,20,17,12,0,14,17,18,17,12.66666667,0,11.1,0.6,2.02,Graduate
1007,1,17,1,10,1,16,1,22,27,10,11,1,0,0,1,0,0,21,0,5,9,10,9,12.77777778,0,4,9,9,9,13.22222222,0,8.9,1.4,3.51,Graduate
1058,1,12,1,14,1,9,1,1,14,2,6,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
1590,1,15,1,4,1,14,1,1,14,5,8,0,0,0,1,1,0,23,0,1,6,6,1,11,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
3716,1,15,1,8,1,14,1,4,4,3,11,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout
2980,1,8,4,15,1,1,1,22,14,6,8,1,0,0,0,0,0,18,0,0,6,7,6,12.5,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,Graduate
2748,2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,42,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
